f;t;count;st_astext
15207;12152;1;LINESTRING(672092.31599986 6577650.84599441,670941.048999866 6585432.20699462)
11642;15998;1;LINESTRING(672667.102999845 6581561.66399421,674282.282999824 6576746.51299381)
16737;16940;1;LINESTRING(665290.423999924 6597938.97499582,665566.048999902 6615106.85299561)
7404;17109;1;LINESTRING(663837.300999929 6608224.47299603,665499.95099992 6600159.70899575)
12157;13222;1;LINESTRING(671443.426999865 6581252.39199454,679089.92599971 6584658.48599214)
11482;14655;1;LINESTRING(673341.422999834 6581371.36399402,676928.01599977 6578488.27199297)
17166;16748;1;LINESTRING(665804.309999925 6592882.76799575,665493.284999918 6601357.34499574)
10824;9715;1;LINESTRING(676610.363999791 6570368.72099319,679382.064999754 6559134.01799244)
12060;14655;1;LINESTRING(671263.036999866 6582383.84099457,676928.01599977 6578488.27199297)
12322;15935;1;LINESTRING(671753.250999863 6579384.45399448,673484.85299984 6575904.99299405)
11989;11084;1;LINESTRING(672995.80099983 6587596.15699404,669276.740999882 6591992.83899497)
15168;10967;1;LINESTRING(671052.435999877 6576736.40499469,667222.431999921 6581554.78699555)
11970;10295;1;LINESTRING(673693.652999823 6584339.64699388,680145.622999716 6569309.66699202)
15012;12192;1;LINESTRING(674724.607999809 6581131.15899363,670250.818999884 6579905.16999486)
11446;15740;1;LINESTRING(673909.816999821 6583043.97799384,677398.179999764 6576507.28099285)
12423;15330;1;LINESTRING(671603.353999857 6585114.68999446,675122.771999807 6578181.66499354)
14938;12287;1;LINESTRING(675094.422999802 6581306.61099351,671800.215999848 6588547.50799436)
13182;13517;1;LINESTRING(677498.412999758 6578551.16999279,682940.069999618 6579582.91699076)
11631;15240;1;LINESTRING(672073.751999851 6584033.56899434,675956.228999795 6575912.07599332)
6841;11323;1;LINESTRING(662856.467999961 6586218.50099639,669151.506999886 6590189.12399502)
12064;14801;1;LINESTRING(669686.513999891 6580808.02099499,675565.591999797 6579036.6839934)
11638;14603;1;LINESTRING(672273.853999852 6580937.50299432,675216.863999787 6588447.94099338)
16111;15702;1;LINESTRING(671805.934999864 6577882.33999448,677748.432999754 6578030.28099271)
15968;13833;1;LINESTRING(674029.155999829 6576791.43999388,680402.758999689 6579094.79099176)
12416;11482;1;LINESTRING(671463.300999858 6585543.92199449,673341.422999834 6581371.36399402)
16875;16812;1;LINESTRING(665986.514999923 6592600.32999572,665469.72699992 6600548.69899576)
15968;12175;1;LINESTRING(674029.155999829 6576791.43999388,671168.157999868 6582041.9259946)
15012;9525;1;LINESTRING(674724.607999809 6581131.15899363,671323.526999882 6570095.78599469)
12192;12019;1;LINESTRING(670250.818999884 6579905.16999486,670247.816999877 6585480.2639948)
14475;11464;1;LINESTRING(675341.056999794 6583273.28099341,672636.700999849 6579170.18899424)
14432;11612;1;LINESTRING(676414.05299978 6579063.19299313,673975.700999825 6579482.35499386)
16748;17146;1;LINESTRING(665493.284999918 6601357.34499574,665745.043999926 6591821.54399577)
11964;11215;1;LINESTRING(672797.433999834 6587257.8079941,668821.959999892 6588464.94599512)
12049;11508;1;LINESTRING(669952.701999889 6579513.05199493,674172.285999818 6581949.33599378)
15762;12225;1;LINESTRING(671270.621999876 6574880.35399465,670964.419999865 6585963.80599461)
12223;11593;1;LINESTRING(671023.073999875 6578527.90099468,672351.817999848 6582714.15499428)
11641;11310;1;LINESTRING(672533.849999847 6581605.04299424,666844.404999915 6590374.12199555)
11467;11469;1;LINESTRING(673891.040999828 6578763.9469939,673734.362999828 6580741.28599392)
12047;7220;1;LINESTRING(670236.329999878 6584083.29699482,660937.375999976 6586357.21899673)
6645;7956;1;LINESTRING(661627.547999967 6590890.78199658,661916.172999959 6596483.29399648)
16111;15327;1;LINESTRING(671805.934999864 6577882.33999448,677291.797999763 6578139.32099286)
15254;16088;1;LINESTRING(675510.782999801 6577450.27499344,670267.697999888 6577055.84899488)
130;12141;1;LINESTRING(669820.818999895 6575730.659995,670900.760999874 6580162.97499469)
9781;15078;1;LINESTRING(679205.93099974 6568562.16199236,675163.0999998 6581497.41199349)
16808;11445;1;LINESTRING(665752.882999926 6591865.63199577,673034.946999836 6583024.38099409)
16737;7319;1;LINESTRING(665290.423999924 6597938.97499582,663706.775999931 6607577.78699606)
14919;14490;1;LINESTRING(675069.699999801 6582357.1419935,676912.609999771 6578447.37299298)
11050;16088;1;LINESTRING(669180.010999894 6583111.17099509,670267.697999888 6577055.84899488)
11890;11774;1;LINESTRING(673281.561999824 6588189.52399395,672585.66199983 6592170.4339941)
9462;15973;1;LINESTRING(669933.401999901 6569949.48899504,672686.267999853 6576067.29799427)
15341;15787;1;LINESTRING(675315.163999804 6577423.9109935,671544.307999875 6572858.00199461)
13356;11489;1;LINESTRING(677303.191999751 6584659.83499276,674162.76899982 6580609.4379938)
7170;12298;1;LINESTRING(660509.702999976 6590791.24599677,670472.599999881 6579909.8549948)
15712;11469;1;LINESTRING(668746.497999908 6576680.49199525,673734.362999828 6580741.28599392)
9452;15935;1;LINESTRING(670498.841999893 6570514.73699489,673484.85299984 6575904.99299405)
15214;15164;1;LINESTRING(671957.810999862 6577673.71299444,676170.252999787 6577957.36999322)
11558;7605;1;LINESTRING(673715.795999823 6583770.50799389,663611.761999929 6610950.33299605)
11482;11616;1;LINESTRING(673341.422999834 6581371.36399402,673533.772999831 6580658.81099398)
7605;16812;1;LINESTRING(663611.761999929 6610950.33299605,665469.72699992 6600548.69899576)
7404;16745;1;LINESTRING(663837.300999929 6608224.47299603,665454.95699992 6600819.04199576)
11228;16729;1;LINESTRING(668512.050999896 6588810.62799519,665015.04599993 6595954.47699589)
9991;10095;1;LINESTRING(679640.562999742 6562501.1179923,683538.82199963 6567555.99399074)
15259;11606;1;LINESTRING(675894.772999796 6576127.13699333,672147.903999854 6581285.91999435)
7170;15402;1;LINESTRING(660509.702999976 6590791.24599677,675083.103999811 6576007.32899358)
15968;15317;1;LINESTRING(674029.155999829 6576791.43999388,667846.70399992 6575994.71299546)
15048;15938;1;LINESTRING(675232.910999798 6581904.19199346,672700.636999854 6574859.66999428)
16875;13130;1;LINESTRING(665986.514999923 6592600.32999572,671192.944999846 6596903.61099443)
16093;15230;1;LINESTRING(671170.763999874 6577698.67799465,675927.398999795 6576013.05099333)
14659;115;1;LINESTRING(675915.303999755 6598451.35199302,680472.519999642 6599311.95899138)
11215;16729;1;LINESTRING(668821.959999892 6588464.94599512,665015.04599993 6595954.47699589)
7562;16963;1;LINESTRING(663518.417999932 6609580.43899608,665567.537999902 6615488.3049956)
15837;4482;1;LINESTRING(670372.250999887 6576162.26399487,661997.512999981 6570868.79499665)
11115;12229;1;LINESTRING(673982.42699982 6582806.89599382,670978.396999865 6586305.9189946)
11445;11217;1;LINESTRING(673034.946999836 6583024.38099409,669195.143999888 6588095.99299503)
13331;19193;1;LINESTRING(677560.886999726 6594600.37799253,688878.002999373 6592119.00798772)
13183;11583;1;LINESTRING(677616.153999756 6578364.62599275,672361.855999853 6579408.82099431)
16418;13130;1;LINESTRING(666648.846999914 6593271.72299557,671192.944999846 6596903.61099443)
16808;16748;1;LINESTRING(665752.882999926 6591865.63199577,665493.284999918 6601357.34499574)
7404;16748;1;LINESTRING(663837.300999929 6608224.47299603,665493.284999918 6601357.34499574)
12060;15228;1;LINESTRING(671263.036999866 6582383.84099457,675505.404999801 6577298.23499344)
11193;16729;1;LINESTRING(668523.367999896 6588506.19399519,665015.04599993 6595954.47699589)
11410;15579;1;LINESTRING(672629.439999842 6583443.1759942,675774.026999796 6577346.47999335)
14923;15324;1;LINESTRING(675003.900999802 6582176.37399353,677255.774999764 6577967.81299288)
99;15504;1;LINESTRING(674919.190999807 6580440.62799358,676184.856999792 6575032.32499326)
19126;109;1;LINESTRING(689567.852999381 6581087.97598763,683512.646999601 6579486.86599053)
15238;14433;1;LINESTRING(673009.579999846 6576918.70799416,676859.676999771 6578847.38799299)
16777;16745;1;LINESTRING(664927.59999993 6596023.40399591,665454.95699992 6600819.04199576)
13176;15563;1;LINESTRING(678584.730999734 6578593.31999242,674897.586999817 6574772.28199365)
11642;12196;1;LINESTRING(672667.102999845 6581561.66399421,669568.246999885 6586079.86699496)
21810;14674;1;LINESTRING(688400.314999447 6575118.70598838,674898.300999806 6580803.31599358)
99;14432;1;LINESTRING(674919.190999807 6580440.62799358,676414.05299978 6579063.19299313)
16037;15363;1;LINESTRING(671860.257999864 6577318.09099447,676889.520999773 6577703.930993)
11631;14764;1;LINESTRING(672073.751999851 6584033.56899434,675239.306999804 6578238.86199351)
13331;19174;1;LINESTRING(677560.886999726 6594600.37799253,689194.354999358 6592539.78198753)
15004;16742;1;LINESTRING(675626.908999791 6581507.02899335,665708.893999919 6598934.87999572)
11471;14490;1;LINESTRING(673836.594999825 6581185.39299388,676912.609999771 6578447.37299298)
16748;16873;1;LINESTRING(665493.284999918 6601357.34499574,665695.052999926 6592285.35799578)
11482;11459;1;LINESTRING(673341.422999834 6581371.36399402,673065.85399984 6580390.18699411)
11550;11254;1;LINESTRING(672640.155999845 6581464.85399422,668639.606999895 6588717.60399516)
11064;13130;1;LINESTRING(666730.306999913 6593686.56699555,671192.944999846 6596903.61099443)
9452;15974;1;LINESTRING(670498.841999893 6570514.73699489,673374.148999842 6575489.72099408)
12140;16808;1;LINESTRING(671028.140999872 6580146.54499466,665752.882999926 6591865.63199577)
11642;11645;1;LINESTRING(672667.102999845 6581561.66399421,674040.995999824 6579777.09799384)
14434;14800;1;LINESTRING(676622.738999768 6583083.77499301,674985.139999808 6578854.68299358)
17166;11215;1;LINESTRING(665804.309999925 6592882.76799575,668821.959999892 6588464.94599512)
14919;13342;1;LINESTRING(675069.699999801 6582357.1419935,677721.50799974 6585525.88299261)
130;12171;1;LINESTRING(669820.818999895 6575730.659995,671214.056999868 6581368.5939946)
14652;12378;1;LINESTRING(676659.72599977 6581962.46799301,670707.287999877 6580551.59099473)
16111;16456;1;LINESTRING(671805.934999864 6577882.33999448,666218.41399994 6574410.26999582)
10405;23656;1;LINESTRING(680570.891999719 6563102.77499196,686318.648999571 6557520.17098975)
11894;7027;1;LINESTRING(672317.89699984 6588401.80799422,659199.660999983 6594215.74799696)
7996;7791;1;LINESTRING(664043.788999939 6597020.00999608,659399.580999967 6611850.00599682)
13183;14674;1;LINESTRING(677616.153999756 6578364.62599275,674898.300999806 6580803.31599358)
11411;7404;1;LINESTRING(672684.570999842 6582946.64899419,663837.300999929 6608224.47299603)
19099;14433;1;LINESTRING(690000.584999364 6580822.9349874,676859.676999771 6578847.38799299)
15968;15924;1;LINESTRING(674029.155999829 6576791.43999388,668857.070999907 6576177.41599523)
11568;15496;1;LINESTRING(674518.302999813 6581241.64199368,675032.134999813 6575633.7719936)
11636;15497;1;LINESTRING(673674.997999827 6581608.36699392,676211.675999791 6575243.11599325)
16812;7627;1;LINESTRING(665469.72699992 6600548.69899576,663546.80299993 6610371.64499607)
12416;16808;1;LINESTRING(671463.300999858 6585543.92199449,665752.882999926 6591865.63199577)
13150;14589;1;LINESTRING(677832.465999751 6578614.70599268,676354.891999781 6579187.21899315)
12060;15472;1;LINESTRING(671263.036999866 6582383.84099457,674515.84999982 6577037.29399374)
17166;16812;1;LINESTRING(665804.309999925 6592882.76799575,665469.72699992 6600548.69899576)
16422;4620;1;LINESTRING(666278.751999939 6574711.94799581,661350.944999987 6570078.10999676)
10978;11333;1;LINESTRING(668115.774999913 6579391.39599537,668975.089999895 6584491.94499512)
12156;16729;1;LINESTRING(671214.487999869 6580906.2609946,665015.04599993 6595954.47699589)
16093;1407;1;LINESTRING(671170.763999874 6577698.67799465,674081.097999821 6581326.33199381)
11254;16369;1;LINESTRING(668639.606999895 6588717.60399516,665930.392999923 6592385.64199573)
11254;16729;1;LINESTRING(668639.606999895 6588717.60399516,665015.04599993 6595954.47699589)
16308;6427;1;LINESTRING(665866.487999917 6599058.77099569,658464.648999989 6591836.26299709)
9094;12421;1;LINESTRING(667111.118999937 6568870.26299568,670017.227999886 6581133.0189949)
11896;11581;1;LINESTRING(674280.601999805 6588564.57299366,673609.811999832 6579374.93999397)
16485;7440;1;LINESTRING(665813.679999915 6600897.81299568,663769.138999932 6606799.96999606)
9442;15486;1;LINESTRING(670128.851999897 6571056.16899498,675824.689999803 6572892.8079934)
11455;17026;1;LINESTRING(674425.768999819 6578417.97899375,665415.746999926 6594881.02299582)
11636;12229;1;LINESTRING(673674.997999827 6581608.36699392,670978.396999865 6586305.9189946)
13242;11593;1;LINESTRING(679161.140999712 6582679.65999215,672351.817999848 6582714.15499428)
15775;15448;1;LINESTRING(670791.023999881 6576526.27399476,675685.642999805 6572857.12999344)
16808;12416;1;LINESTRING(665752.882999926 6591865.63199577,671463.300999858 6585543.92199449)
11581;11992;1;LINESTRING(673609.811999832 6579374.93999397,672709.898999836 6586488.37399414)
23860;18808;1;LINESTRING(686286.712999571 6557752.69398976,690991.252999395 6559202.35398743)
11631;11228;1;LINESTRING(672073.751999851 6584033.56899434,668512.050999896 6588810.62799519)
17109;7440;1;LINESTRING(665499.95099992 6600159.70899575,663769.138999932 6606799.96999606)
16166;12156;1;LINESTRING(672047.282999863 6575909.58699444,671214.487999869 6580906.2609946)
10295;15078;1;LINESTRING(680145.622999716 6569309.66699202,675163.0999998 6581497.41199349)
16710;13131;1;LINESTRING(666293.757999919 6592856.63899565,669582.195999871 6596816.25799485)
9849;15503;1;LINESTRING(678921.038999746 6568567.96599246,676226.069999791 6574797.36199325)
10905;14969;1;LINESTRING(669140.244999898 6580989.53599511,674962.170999805 6581164.03199355)
16208;11645;1;LINESTRING(665932.940999926 6590054.12599575,674040.995999824 6579777.09799384)
14919;12194;1;LINESTRING(675069.699999801 6582357.1419935,670543.01599988 6579750.73399479)
15825;15259;1;LINESTRING(669864.330999894 6576018.13799499,675894.772999796 6576127.13699333)
11475;12279;1;LINESTRING(672869.344999843 6580472.55899417,669440.67199989 6584086.65499501)
11430;11575;1;LINESTRING(672944.690999838 6583129.26999411,674144.079999822 6579531.38699381)
15028;11641;1;LINESTRING(676943.513999769 6578880.39599296,672533.849999847 6581605.04299424)
11215;11421;1;LINESTRING(668821.959999892 6588464.94599512,672639.030999842 6583435.51699419)
15188;12194;1;LINESTRING(669646.557999898 6575371.11299505,670543.01599988 6579750.73399479)
16485;7400;1;LINESTRING(665813.679999915 6600897.81299568,663763.708999932 6606917.88299606)
12171;15964;1;LINESTRING(671214.056999868 6581368.5939946,672420.463999855 6577210.89199433)
12157;15256;1;LINESTRING(671443.426999865 6581252.39199454,675471.657999802 6577399.27899345)
15968;15908;1;LINESTRING(674029.155999829 6576791.43999388,667874.76599992 6575762.09199546)
12019;17338;1;LINESTRING(670247.816999877 6585480.2639948,666213.60499993 6583219.20299575)
16706;7630;1;LINESTRING(665567.93299992 6599665.04399574,663479.588999932 6609813.92599609)
12136;14969;1;LINESTRING(670042.542999885 6580960.2779949,674962.170999805 6581164.03199355)
12144;17166;1;LINESTRING(669922.194999879 6587481.92099486,665804.309999925 6592882.76799575)
14801;15647;1;LINESTRING(675565.591999797 6579036.6839934,680704.753999695 6572586.42599176)
17797;17603;1;LINESTRING(659780.283999954 6623777.99099667,658816.43999996 6625526.20499683)
15243;12019;1;LINESTRING(676093.169999793 6575420.65299328,670247.816999877 6585480.2639948)
9332;11638;1;LINESTRING(671150.338999885 6569307.82099474,672273.853999852 6580937.50299432)
12430;11609;1;LINESTRING(670553.503999871 6586334.10299471,672471.126999848 6581221.84599426)
11657;11230;1;LINESTRING(672118.758999852 6582340.39299435,668502.973999896 6588863.57299519)
11249;11631;1;LINESTRING(666957.276999914 6589867.57699553,672073.751999851 6584033.56899434)
8130;12172;1;LINESTRING(656197.056 6596783.86199739,671200.769999868 6581165.4669946)
15363;16153;1;LINESTRING(676889.520999773 6577703.930993,673114.677999845 6576626.39399414)
12073;16873;1;LINESTRING(669577.089999883 6587877.82699494,665695.052999926 6592285.35799578)
12096;15935;1;LINESTRING(671125.857999871 6580333.69699463,673484.85299984 6575904.99299405)
11469;11575;1;LINESTRING(673734.362999828 6580741.28599392,674144.079999822 6579531.38699381)
15338;15121;1;LINESTRING(672599.213999852 6577084.57699428,677149.610999766 6578539.4479929)
7319;16706;1;LINESTRING(663706.775999931 6607577.78699606,665567.93299992 6599665.04399574)
14769;14598;1;LINESTRING(675941.81699979 6578538.31999329,675091.006999791 6587963.49399342)
12194;16430;1;LINESTRING(670543.01599988 6579750.73399479,665787.912999945 6574024.12399592)
